"year","centroid_eastings","centroid_northings","centroid_eastings_occ","centroid_northings_occ","area_occupied"
1982,530.353668126775,6513.61700555254,623.447177052497,6503.5858583823,0.814084507042254
1983,515.903428351021,6498.11523530018,644.570519669445,6434.08843208356,0.807339449541284
1984,516.608352756925,6515.1486669364,612.14007455291,6442.09869631883,0.775075987841945
1985,482.132052471386,6648.51665587167,603.305103556881,6530.21572855089,0.742547425474255
1986,538.692171908737,6533.89442358289,599.508766567328,6448.52521752042,0.724770642201835
1987,467.607687689273,6572.1607188421,595.175454386149,6460.70021248189,0.737951807228916
1988,481.283839513054,6631.9917306121,561.507824099723,6580.30544740471,0.73955773955774
1989,463.028907428987,6542.85288646076,541.598419414472,6490.42151128512,0.688760806916426
1990,483.331161611953,6532.1124760876,565.294787569109,6475.05930288545,0.742028985507246
1991,461.498522464172,6567.88827398372,566.597456910865,6540.14666043189,0.770780856423174
1992,455.756256079227,6551.91327551293,528.64211026936,6474.05670952104,0.720364741641337
1993,409.780531316605,6652.67119945575,532.918064839293,6493.43392019759,0.707736389684814
1994,480.944313672217,6606.82682549333,519.226811412233,6498.9504972118,0.687679083094556
1995,462.45993770778,6572.63080332655,536.116561022805,6491.82408853583,0.69054441260745
1996,483.350677591757,6546.52838147056,542.132071392699,6485.01423038259,0.709770114942529
1997,474.907988604428,6542.5278099061,568.683677244537,6466.40062988815,0.773638968481375
1998,463.274578784649,6558.38331539236,580.600239071399,6465.80832641662,0.796561604584527
1999,459.506408535923,6551.25906437131,580.135612235913,6464.37504866832,0.803468208092486
2000,412.585399767669,6594.86385619743,578.264199120642,6469.66860496518,0.76878612716763
2001,355.947242906304,6680.87444538792,565.234843326414,6472.73501858535,0.744252873563218
2002,392.873625900451,6628.52053630142,564.091952682777,6477.5573219723,0.718390804597701
2003,383.959956242167,6656.8487967773,542.816647749118,6481.61613616789,0.650429799426934
2004,416.903900024781,6634.77333470858,532.711230571701,6487.63121140686,0.655172413793103
2005,419.250474866161,6617.60804410218,550.895592491822,6482.25305132306,0.632947976878613
2006,462.269524288185,6567.21814009016,566.576005754038,6476.7452539326,0.684813753581662
2007,481.866073197418,6555.73677248164,560.126619050026,6474.18785583409,0.670487106017192
2008,479.016021374354,6538.4085149815,560.734821695428,6473.09030130577,0.75
2009,454.185446618164,6548.76550334574,551.446851196744,6473.65543061479,0.71919770773639
2010,411.461592765439,6773.50214646245,552.388303507402,6635.92382298351,0.761224489795918
2011,344.636433446811,6619.6456600515,545.855750762827,6473.97475101281,0.70487106017192
2012,401.473249803346,6569.47303609969,536.957105393333,6483.43944447117,0.710601719197708
2013,435.394291399843,6532.61016733274,505.726147084683,6501.94814599834,0.616045845272206
2014,505.220473144297,6481.89641773538,526.957492313296,6496.61880531265,0.673352435530086
2015,486.406948879611,6527.67085040404,519.631126442476,6502.88916549238,0.66189111747851
2016,428.544003997964,6625.78719417975,520.964265077223,6497.3827345295,0.624641833810888
2017,430.989617174961,6758.52460337231,518.892644540934,6680.38138168556,0.626016260162602
2018,425.435912261457,6685.01503688245,518.145692616597,6590.49790814871,0.615577889447236
2019,432.467468780125,6712.75135176348,530.397968861669,6649.7205293382,0.663286004056795
