"year","sim","eastings_mean","eastings_sd","northings_mean","northings_sd","eastings_mean_occ","eastings_sd_occ","northings_mean_occ","northings_sd_occ","area_occupied_mean","area_occupied_median","area_occupied_2.5","area_occupied_25","area_occupied_75","area_occupied_97.5","mahalanobis_binom","mahalanobis_tweedie","northings_survey_mean","northings_survey_mean_occ","eastings_survey_mean","eastings_survey_mean_occ","area_occupied_survey_mean","area_occupied_survey_median"
1970,"hindcast",462.409022077282,14.2274993098274,6747.04015577324,26.6039343320343,555.783571511334,6.15913006990632,6635.59436080951,8.21685587233216,0.744421906693712,0.72210953346856,0.68762677484787,0.711967545638945,0.734279918864097,0.750507099391481,3.13960863564297,3.35244557700997,NA,NA,NA,NA,NA,NA
1971,"hindcast",476.104490134776,15.5874561734928,6764.42519336157,35.1810671821325,560.179223196094,5.19554589892933,6635.17211074904,6.85255907913564,0.760649087221095,0.744421906693712,0.716024340770791,0.73630831643002,0.754563894523327,0.77079107505071,2.99611941668876,3.23844361449114,NA,NA,NA,NA,NA,NA
1972,"hindcast",478.339035186273,19.2085623209717,6748.13371828216,53.563112613881,560.849246248641,5.51818060966065,6634.17714870822,11.0960569003543,0.754563894523327,0.744421906693712,0.695740365111562,0.730223123732252,0.754563894523327,0.770841784989858,3.47255454877107,3.6458926268406,NA,NA,NA,NA,NA,NA
1973,"hindcast",467.092999414482,13.755353672183,6757.39063807071,25.7285833787054,556.727753708404,5.69601302981514,6637.44753821793,6.71223663680681,0.746450304259635,0.732251521298174,0.693711967545639,0.720081135902637,0.742393509127789,0.760649087221095,2.96279591447098,3.23300496969182,NA,NA,NA,NA,NA,NA
1974,"hindcast",461.352600498607,16.7047255277436,6727.54317743556,31.7523914074177,558.419659472733,6.24550322854038,6625.5330357968,9.70659181159081,0.732251521298174,0.724137931034483,0.683569979716024,0.711967545638945,0.734279918864097,0.750507099391481,3.32134862334335,3.62709137726181,NA,NA,NA,NA,NA,NA
1975,"hindcast",474.868857701585,16.6770982488132,6773.3367576405,32.0188190685951,560.749602517073,5.60743526145359,6636.38232106993,6.55105338989914,0.768762677484787,0.746450304259635,0.713995943204868,0.73630831643002,0.754563894523327,0.768813387423935,3.27831857469447,3.55743390913749,NA,NA,NA,NA,NA,NA
1976,"hindcast",478.767660388343,18.1305762473531,6762.05569501755,37.1103488855414,563.640307042547,6.4164119723276,6634.46184190514,7.14314600036785,0.764705882352941,0.750507099391481,0.724137931034483,0.742393509127789,0.758620689655172,0.774847870182556,3.14054742341382,3.37970893638945,NA,NA,NA,NA,NA,NA
1977,"hindcast",461.817272731277,12.7322384186326,6785.16207339565,21.029682516149,553.891311752687,5.42237153550236,6643.18181500083,6.42676067473438,0.740365111561866,0.726166328600406,0.671399594320487,0.713995943204868,0.738336713995943,0.756592292089249,2.93482351196236,3.14966162023443,NA,NA,NA,NA,NA,NA
1978,"hindcast",453.754917695798,14.9180081974652,6741.27349460655,22.1788222883338,550.621129732815,6.87324201995335,6632.76890873517,7.23067466397062,0.695740365111562,0.691683569979716,0.661257606490872,0.681541582150101,0.701825557809331,0.718103448275862,5.99547562188278,5.76134598662081,NA,NA,NA,NA,NA,NA
1979,"hindcast",427.432648180418,13.1349551462997,6700.70483274457,20.6107743718785,547.555408329695,6.59289001384598,6624.24349514203,13.0259676363118,0.655172413793103,0.661257606490872,0.596348884381339,0.645030425963489,0.675456389452333,0.697768762677485,9.28961012491168,8.65349541810454,NA,NA,NA,NA,NA,NA
1980,"hindcast",449.015514183574,10.7336617884721,6753.64263115116,20.5880690878505,550.697675888607,6.03150206789041,6635.39823781346,7.04624526952435,0.709939148073022,0.703853955375254,0.665314401622718,0.691683569979716,0.713995943204868,0.734279918864097,4.89808714488184,4.78747645090617,NA,NA,NA,NA,NA,NA
1981,"hindcast",447.227133855956,14.2080821478785,6744.74927018225,21.0145852838631,548.52881305382,6.69235467593536,6631.09251274679,10.3712248968504,0.693711967545639,0.683569979716024,0.642951318458418,0.671399594320487,0.695740365111562,0.716024340770791,5.70544245169024,5.58236235732719,NA,NA,NA,NA,NA,NA
1982,"hindcast",459.975324895768,13.6880521616919,6775.57561124072,21.8569876834283,557.125654778669,5.23361985306731,6638.41064270747,7.38199539986567,0.740365111561866,0.726166328600406,0.659229208924949,0.709939148073022,0.738336713995943,0.754563894523327,3.2543370267185,3.38210832222078,6532.94398905743,6450.24901269218,473.486279391036,585.33845709205,0.733542319749216,0.689655172413793
1983,"hindcast",457.981374013591,11.7799027323762,6750.19524743062,20.4684905427718,551.795862494679,6.96776151962906,6637.9816173474,8.31650138525945,0.718052738336714,0.701825557809331,0.669371196754564,0.691683569979716,0.711967545638945,0.7302738336714,3.96777236408249,3.98205069026487,6552.66484778583,6454.44302428796,483.119750691188,581.283896720308,0.7217125382263,0.669724770642202
1984,"hindcast",465.180042405894,13.4197415671302,6751.06336573743,31.077496359167,555.759033610417,5.57066246164894,6634.5874838682,9.19239851054943,0.726166328600406,0.724137931034483,0.67946247464503,0.711967545638945,0.734279918864097,0.750507099391481,2.92726006974202,3.1871390202956,6535.10372712412,6452.35392353819,486.07740562413,581.579523021282,0.750759878419453,0.693009118541033
1985,"hindcast",470.017615892367,16.6781158076,6769.42361771625,28.9197958700606,557.744787309744,5.73135515654799,6639.76034235978,7.1153808872507,0.746450304259635,0.73630831643002,0.695740365111562,0.724137931034483,0.746450304259635,0.762677484787018,2.31489101036067,2.57718202998135,6533.17899486066,6455.85450172757,481.823064916547,576.615810173734,0.745454545454545,0.7
