"id","species","component","formula","AIC","dev.expl","AUC","biomass_pearson","biomass_spearman","weight"
1,"Pacific halibut","binomial","~s(temp_bottom5m, k = 3) + s(oxygen_bottom5m, k = 3) + s(depth_m,      k = 3) + s(phi, k = 3)",12564.9552575307,0.289087679178818,0.836905957315094,NA,NA,0.41605714772129
1,"Pacific halibut","tweedie","~s(temp_bottom5m, k = 3) + s(oxygen_bottom5m, k = 3) + s(depth_m,      k = 3) + s(phi, k = 3)",62076.6529501229,0.473782353656969,NA,0.404584543535704,0.611510592948775,0.20959172074081
2,"Pacific halibut","binomial","~s(temp_bottom5m, k = 3) + s(pH_bottom5m, k = 3) + s(depth_m,      k = 3) + s(phi, k = 3)",12562.3753974538,0.289385156481292,0.837287730502032,NA,NA,0.0477613193934977
2,"Pacific halibut","tweedie","~s(temp_bottom5m, k = 3) + s(pH_bottom5m, k = 3) + s(depth_m,      k = 3) + s(phi, k = 3)",62027.7391125422,0.476323000767475,NA,0.405052836264273,0.614575576068997,0.0104432984905023
3,"Pacific halibut","binomial","~s(temp_bottom5m, k = 3) + s(oxygen_bottom5m, k = 3) + s(X, Y,      k = 20) + s(X, Y, by = cold_pool_2C, k = 20)",12358.9104576195,0.304496292390523,0.84293813557214,NA,NA,0.516434468545523
3,"Pacific halibut","tweedie","~s(temp_bottom5m, k = 3) + s(oxygen_bottom5m, k = 3) + s(X, Y,      k = 20) + s(X, Y, by = cold_pool_2C, k = 20)",62389.3111680095,0.461147858761785,NA,0.461973002081854,0.605613536327408,0.613586118350994
4,"Pacific halibut","binomial","~s(temp_bottom5m, k = 3) + s(pH_bottom5m, k = 3) + s(X, Y, k = 20) +      s(X, Y, by = cold_pool_2C, k = 20)",12406.7436868743,0.301651711911039,0.841725527965849,NA,NA,0.0197470643396895
4,"Pacific halibut","tweedie","~s(temp_bottom5m, k = 3) + s(pH_bottom5m, k = 3) + s(X, Y, k = 20) +      s(X, Y, by = cold_pool_2C, k = 20)",62384.3541965843,0.461246239460035,NA,0.458726546083789,0.606659940870103,0.166378862417694
