"year","centroid_eastings","centroid_northings","centroid_eastings_occ","centroid_northings_occ","area_occupied"
1982,828.532648969814,6357.76469627747,789.645628559321,6410.7795112935,0.425867507886435
1983,759.714515125449,6461.11195300846,764.18933242374,6437.00952725988,0.325153374233129
1984,804.062962647263,6399.72004101136,807.796424149923,6436.03672831043,0.235474006116208
1985,785.879347076463,6429.9488987727,815.143048563284,6451.64925519988,0.274390243902439
1986,922.019871199769,6461.3154496801,851.427141883825,6474.88727317826,0.231481481481481
1987,867.452778318643,6426.91472520493,889.187672419951,6441.03246591947,0.238670694864048
1988,921.248115498423,6464.33093352029,861.329142802482,6467.36988565203,0.249275362318841
1989,820.135685163904,6482.78172693111,902.856545067687,6476.3345446012,0.262247838616715
1990,995.021947844783,6459.69505929537,914.12678042464,6460.13529695661,0.260869565217391
1991,841.908443838466,6486.72414483617,789.438690731057,6487.79273982128,0.414492753623188
1992,847.849297298187,6418.03313873694,751.466658530229,6449.6182482246,0.483282674772036
1993,844.354968489458,6434.5552842385,794.117304662566,6472.00846424094,0.270114942528736
1994,761.616787209594,6435.56853894186,781.165086915889,6460.91055287171,0.311428571428571
1995,890.25560068233,6448.77173523085,869.502475218553,6455.97948647576,0.204022988505747
1996,940.800619308339,6435.92336882528,941.520896956348,6441.52299306985,0.183908045977011
1997,974.661183791431,6476.26662852944,895.746169553445,6454.50370426604,0.200573065902579
1998,907.100167747051,6459.25763051458,813.433253737769,6464.09686234642,0.339080459770115
1999,877.668237376939,6373.62867622499,735.169853185912,6441.48744596015,0.453757225433526
2000,865.120500330896,6414.69512045823,851.268789399508,6428.24041503817,0.34393063583815
2001,983.640872675794,6417.6278465762,848.980761632647,6456.39049500941,0.317204301075269
2002,880.875864892575,6466.32244666233,817.289713722477,6488.14664403239,0.379310344827586
2003,921.873510750116,6457.94317541524,866.974722524819,6443.16132190376,0.340974212034384
2004,911.180839377347,6455.91999742195,878.670596769431,6449.10257872856,0.35632183908046
2005,880.62791772717,6470.11519088484,808.889971091309,6459.49546833299,0.402666666666667
2006,915.123849230487,6429.81687349609,759.391649024086,6464.81550348766,0.547619047619048
2007,891.958524625887,6469.0872701222,814.49257232314,6455.03403420686,0.464183381088825
2008,893.968558073488,6449.71000618423,767.416131088484,6474.28632904443,0.547826086956522
2009,859.005747369959,6359.56856686397,767.291823587794,6433.42884847812,0.557471264367816
2010,974.193755191326,6426.79215131232,792.09304464592,6471.28141763118,0.414285714285714
2011,1016.40462168763,6392.3304776061,815.365817560349,6440.74550552745,0.455587392550143
2012,980.363993772459,6392.44511371015,882.019917517392,6406.09395146718,0.340974212034384
2013,991.643482958172,6399.24351789139,883.494413891811,6406.27437950307,0.277936962750716
2014,1026.77793191379,6403.8410912795,964.863096909511,6438.27686685401,0.180515759312321
2015,871.186204564567,6504.58303445447,900.473209412512,6444.69992634562,0.28080229226361
2016,909.086908896898,6468.77122781363,876.612847826151,6440.14310771335,0.343839541547278
2017,965.503840910337,6437.62867929779,871.110449473658,6487.98098871312,0.223577235772358
2018,888.528361719625,6450.8328246766,883.57952818382,6436.82636566125,0.35243553008596
2019,851.096528258803,6487.51164869114,857.99123115013,6504.35402185996,0.298174442190669
