"year","sim","eastings_mean","eastings_sd","northings_mean","northings_sd","eastings_mean_occ","eastings_sd_occ","northings_mean_occ","northings_sd_occ","area_occupied_mean","area_occupied_median","area_occupied_2.5","area_occupied_25","area_occupied_75","area_occupied_97.5","mahalanobis_binom","mahalanobis_tweedie","northings_survey_mean","northings_survey_mean_occ","eastings_survey_mean","eastings_survey_mean_occ","area_occupied_survey_mean","area_occupied_survey_median"
1970,"hindcast",890.129982298148,24.5867769784657,6500.26294654477,24.7841404603453,790.663337369152,13.1249441829161,6548.40007284489,21.8129362989675,0.275862068965517,0.316430020283976,0.27789046653144,0.302231237322515,0.332657200811359,0.36105476673428,3.46623589719603,3.05814318074485,NA,NA,NA,NA,NA,NA
1971,"hindcast",900.259018062713,23.1171631044851,6467.9225333275,34.3804664192482,783.16890236875,14.2049588427664,6530.95033186301,26.9058342128817,0.300202839756592,0.338742393509128,0.298174442190669,0.324543610547667,0.354969574036511,0.38341784989858,3.11569676728658,2.71144989027453,NA,NA,NA,NA,NA,NA
1972,"hindcast",888.241893029451,24.1526448815996,6472.31606125689,34.2474908016413,776.624588539525,15.9118180586255,6543.80109811099,31.6744823248244,0.304259634888438,0.352941176470588,0.31237322515213,0.338742393509128,0.367139959432049,0.39553752535497,3.60231209384531,3.33272640328092,NA,NA,NA,NA,NA,NA
1973,"hindcast",879.224975164986,26.018037192983,6487.6156608597,27.8277650139258,782.448881833985,14.268862787949,6543.92698499278,24.4731578722253,0.27789046653144,0.322515212981744,0.281947261663286,0.306288032454361,0.336713995943205,0.371196754563895,3.00760807143147,2.6109652834965,NA,NA,NA,NA,NA,NA
1974,"hindcast",863.123844667096,30.4637608636256,6502.60097064801,20.7059715168361,790.313761496645,14.5277125661748,6541.31430820373,18.1148269859586,0.275862068965517,0.320486815415822,0.279918864097363,0.306288032454361,0.338742393509128,0.367139959432049,3.59519235558868,3.08088170347192,NA,NA,NA,NA,NA,NA
1975,"hindcast",877.309608961789,25.6635621845397,6469.72024976587,34.8550761694731,779.260715764655,14.8956162933004,6534.50058430436,28.8631431671057,0.306288032454361,0.346855983772819,0.304259634888438,0.330628803245436,0.363083164300203,0.393509127789047,3.34944536013913,2.96844576976951,NA,NA,NA,NA,NA,NA
1976,"hindcast",886.959293289868,24.8235924417577,6465.54658614272,32.903773576231,781.099429293211,15.4775354985681,6528.77654798768,26.730391370638,0.302231237322515,0.345841784989858,0.300202839756592,0.328600405679513,0.363083164300203,0.393509127789047,3.19641144921671,2.85731122222084,NA,NA,NA,NA,NA,NA
1977,"hindcast",872.261846975156,26.5668012185102,6486.87512677471,32.5081097141371,786.467547556049,14.2446546107135,6555.15238598083,28.3040263895652,0.271805273833671,0.324543610547667,0.287981744421907,0.310344827586207,0.338742393509128,0.367139959432049,3.17865882048131,2.83514798270394,NA,NA,NA,NA,NA,NA
1978,"hindcast",851.284176129033,37.1993743043827,6528.36906359245,18.9048187325975,794.025982469113,14.776197642783,6563.30348361242,15.4957932549345,0.247464503042596,0.292089249492901,0.255578093306288,0.279918864097363,0.304259634888438,0.332707910750507,5.46275217810399,5.85173031026861,NA,NA,NA,NA,NA,NA
1979,"hindcast",814.007895132114,51.9805174910489,6565.52318613647,23.6840481653619,786.833920201024,13.9091262337658,6588.4345088608,16.2239531912881,0.257606490872211,0.298174442190669,0.265720081135903,0.286004056795132,0.31237322515213,0.338742393509128,8.08857901672398,9.14477884996638,NA,NA,NA,NA,NA,NA
1980,"hindcast",850.085053150077,34.273381581747,6519.21472374526,22.2010680717034,788.632916964699,14.3515029831844,6565.85540507869,18.4381568830005,0.251521298174442,0.302231237322515,0.26369168356998,0.288032454361055,0.316430020283976,0.346855983772819,4.57452709039147,4.75450063081735,NA,NA,NA,NA,NA,NA
1981,"hindcast",848.052473821807,37.9826606224464,6535.15466773887,19.2830739531912,789.352598790795,13.4435897104866,6574.47337537233,18.3045191384542,0.251521298174442,0.300202839756592,0.26369168356998,0.288032454361055,0.316430020283976,0.344827586206897,5.3741050031598,5.57636840818949,NA,NA,NA,NA,NA,NA
1982,"hindcast",847.689263083247,39.3413642200647,6501.25620789474,24.658172546689,792.223124110955,14.0434178451856,6555.60123874247,23.8236306651538,0.265720081135903,0.316430020283976,0.27789046653144,0.300202839756592,0.332657200811359,0.36105476673428,3.18736024043391,2.96994645256172,6441.67845454537,6438.79068019966,881.406923896709,846.160821372211,0.318611987381703,0.362776025236593
1983,"hindcast",855.959374520811,33.6652572000897,6516.58662679883,23.491788502158,786.382060957468,14.9073054507841,6565.45802191583,20.4916094395831,0.245436105476673,0.290060851926978,0.251521298174442,0.275862068965517,0.304259634888438,0.332707910750507,3.97349382524142,3.92217667072803,6452.06484513292,6443.97035124973,895.635842725138,844.269908432676,0.282208588957055,0.325153374233129
1984,"hindcast",880.873151261034,24.6298438156747,6488.2324057506,30.8059864286793,783.754535982769,14.3499872979664,6550.5422950106,26.8912596334666,0.269776876267748,0.318458417849899,0.275862068965517,0.300202839756592,0.336713995943205,0.365111561866126,3.21770868211293,2.78170173115174,6435.55284628936,6444.12021879046,913.669990438271,833.234901731336,0.327217125382263,0.370030581039755
1985,"hindcast",873.879625567038,26.872212100589,6479.86866076553,32.4447630113756,784.529711012631,14.658238335519,6541.80573496709,30.2854064248449,0.271805273833671,0.320486815415822,0.281896551724138,0.30578093306288,0.332657200811359,0.359077079107505,2.61413223408045,2.15900848121048,6435.31394241644,6441.56833551805,902.536802069513,829.74511935867,0.323170731707317,0.371951219512195
