"year","sim","eastings_mean","eastings_sd","northings_mean","northings_sd","eastings_mean_occ","eastings_sd_occ","northings_mean_occ","northings_sd_occ","area_occupied_mean","area_occupied_median","area_occupied_2.5","area_occupied_25","area_occupied_75","area_occupied_97.5","mahalanobis_binom","mahalanobis_tweedie","northings_survey_mean","northings_survey_mean_occ","eastings_survey_mean","eastings_survey_mean_occ","area_occupied_survey_mean","area_occupied_survey_median"
1970,"hindcast",881.454711222753,10.4683676307178,6498.42956380557,14.1238959290509,662.181152182957,4.18214382215352,6592.71300962736,6.3731400824105,0.856581532416503,0.842829076620825,0.829076620825147,0.838899803536346,0.848722986247544,0.943025540275049,1.61824987563603,2.01966899946093,NA,NA,NA,NA,NA,NA
1971,"hindcast",895.460178547147,10.1309461023652,6493.15402684283,34.9450871160862,671.067197066862,1.67368087503975,6581.10564856385,11.9394588488255,0.785854616895874,0.777996070726916,0.764243614931238,0.772102161100196,0.789783889980354,0.946954813359528,1.37649076228696,1.80387944912094,NA,NA,NA,NA,NA,NA
1972,"hindcast",887.108348830747,20.1591565425266,6491.57959125942,31.5293168023888,672.666685336825,1.37366121555955,6584.18629629239,13.352973933382,0.789783889980354,0.772102161100196,0.758349705304519,0.766208251473477,0.776031434184676,0.950884086444008,1.93267485268941,2.20389681542562,NA,NA,NA,NA,NA,NA
1973,"hindcast",880.003771033839,22.6832965955223,6494.4082090377,19.7658837671526,663.083210843696,2.6423236341381,6591.55718659636,7.50136456398413,0.846758349705305,0.827111984282908,0.81335952848723,0.821218074656189,0.842829076620825,0.948919449901768,1.26690867552,1.71143513242616,NA,NA,NA,NA,NA,NA
1974,"hindcast",869.474966708694,34.8390069461787,6495.70116318731,7.44787927413515,663.562421949103,2.43959438215281,6584.36019410923,3.8230630202638,0.829076620825147,0.817288801571709,0.801571709233792,0.81139489194499,0.825147347740668,0.93516699410609,1.19876289739447,1.72992135549496,NA,NA,NA,NA,NA,NA
1975,"hindcast",869.810852256276,30.912545422639,6488.82073558527,35.4702197171091,670.747069318085,3.09110515635558,6579.84117690907,12.5844220478585,0.799607072691552,0.774066797642436,0.760265225933202,0.768172888015717,0.787819253438114,0.941060903732809,1.52119069988819,1.90338590171984,NA,NA,NA,NA,NA,NA
1976,"hindcast",871.502188940177,22.1269519378896,6503.56436399714,42.1469300895619,674.051418184414,3.11708555827703,6577.64795781554,14.3229824072817,0.766208251473477,0.75049115913556,0.736738703339882,0.744597249508841,0.770137524557957,0.948968565815324,1.54763605726918,1.85660715158062,NA,NA,NA,NA,NA,NA
1977,"hindcast",865.556724664352,27.8249582031428,6500.39567502683,24.4261518754521,660.842143096959,3.5776289676061,6600.58703289692,5.48964609109326,0.866404715127701,0.852652259332024,0.840864440078585,0.846758349705305,0.868369351669941,0.946954813359528,1.61896279807945,1.90629112683903,NA,NA,NA,NA,NA,NA
1978,"hindcast",833.273789480124,43.0574186259865,6520.53807393768,6.66566734610137,652.429885824747,6.40414200656446,6603.27871446857,3.47813574880309,0.899803536345776,0.886051080550098,0.87229862475442,0.880157170923379,0.891944990176817,0.909626719056974,4.44605117628891,4.16502141520207,NA,NA,NA,NA,NA,NA
1979,"hindcast",791.156870874139,87.8107160684688,6543.46440244368,58.7382530112509,649.766361282274,7.75183391121353,6603.68456305868,8.39805595776265,0.884086444007859,0.880157170923379,0.856581532416503,0.87229862475442,0.884086444007859,0.891944990176817,7.41297600387438,6.40999096560422,NA,NA,NA,NA,NA,NA
1980,"hindcast",851.155635337104,39.0825660396427,6509.08610386314,5.83476547907097,654.812122176764,4.98457789333719,6602.89833534733,2.13568565005896,0.891944990176817,0.8762278978389,0.862475442043222,0.870333988212181,0.888015717092338,0.917485265225933,3.16048565335579,3.07801759576725,NA,NA,NA,NA,NA,NA
1981,"hindcast",839.449441961787,44.6052712196301,6501.0660866643,21.0335284185861,653.223613522795,5.44565443803453,6598.65123598742,3.85047518567118,0.888015717092338,0.87426326129666,0.862475442043222,0.868369351669941,0.87819253438114,0.886051080550098,3.66686425925042,3.53165962942708,NA,NA,NA,NA,NA,NA
1982,"hindcast",847.914045901584,43.4120054986894,6512.17578001647,14.4811833837849,658.430569491997,4.24887334202824,6605.46316613658,4.33091643487967,0.886051080550098,0.8762278978389,0.864440078585462,0.870333988212181,0.882121807465619,0.950884086444008,2.05082325303268,2.22383123734615,NA,NA,NA,NA,NA,NA
1983,"hindcast",849.597512800301,39.801020175208,6507.71633193003,5.94159367657502,657.296751406926,5.63571704143506,6602.03396453973,2.11377488672357,0.87819253438114,0.868369351669941,0.854616895874263,0.862475442043222,0.882121807465619,0.921414538310413,2.432240484694,2.50185347755046,NA,NA,NA,NA,NA,NA
1984,"hindcast",887.901294422812,29.2250615536169,6483.85588185138,18.5281823122185,668.276874612191,2.3987523849493,6584.50294550398,8.54221475199811,0.825147347740668,0.80943025540275,0.793713163064833,0.803536345776031,0.819253438113949,0.944990176817289,1.0254546340883,1.47356142894169,NA,NA,NA,NA,NA,NA
1985,"hindcast",861.718878225048,32.0183035301079,6499.41887931509,32.3711066213591,666.817960184778,1.86255148813064,6587.9572940831,10.5980286680966,0.831041257367387,0.80943025540275,0.795677799607073,0.803536345776031,0.815815324165029,0.944990176817289,1.08584756041116,1.50440742691913,NA,NA,NA,NA,NA,NA
