"year","centroid_eastings","centroid_northings","centroid_eastings_occ","centroid_northings_occ","area_occupied"
1982,641.188119261211,6478.80202017794,662.666079579468,6451.20146769669,0.946540880503145
1983,691.2049018268,6500.05160553972,674.503091393679,6448.96180441124,0.984709480122324
1984,643.757354392804,6480.74678598207,691.790438310777,6433.06439262086,0.924012158054711
1985,623.304566381773,6475.27092853502,667.337300115147,6451.60883840647,0.966666666666667
1986,604.998772353275,6448.21503336603,683.973066554857,6437.99984425232,0.93558282208589
1987,639.136107597246,6451.89933614802,663.935695756338,6462.09644899136,0.97289156626506
1988,626.649934206082,6408.37424037186,658.631161866018,6448.94322822843,0.869942196531792
1989,546.453482811124,6445.10330256424,618.602121696183,6465.20488276429,0.878962536023055
1990,513.566256486948,6461.62233634885,632.172240191154,6449.75750618182,0.771014492753623
1991,597.047106545868,6441.96605690277,644.210744802859,6447.95009891612,0.753623188405797
1992,683.876331926169,6403.38763614647,656.939636623911,6437.80390369597,0.832826747720365
1993,708.864587933055,6413.74261013278,645.895141503783,6450.61688229715,0.882521489971347
1994,602.143929734159,6477.11134595377,672.629180414298,6438.88962185945,0.86
1995,672.647314896804,6416.64818786833,672.148661560743,6436.27468633098,0.822349570200573
1996,687.473371564883,6442.18099733714,642.399646999365,6473.49848234558,0.939655172413793
1997,594.921829276289,6473.72266477864,631.051407914441,6462.42711016461,0.891117478510029
1998,671.436448058247,6470.23685132069,638.365667584902,6474.05285458564,0.916905444126075
1999,614.284998890273,6428.22094536803,642.976682736361,6439.12937601547,0.777456647398844
2000,594.632238944516,6464.80994319007,640.860484878932,6454.53430565053,0.893063583815029
2001,586.258442098798,6486.59040301875,650.162187725817,6469.08511922182,0.879356568364611
2002,525.09566033298,6528.6608873784,636.092635337143,6473.49262283661,0.913793103448276
2003,563.776374376824,6508.11371554369,633.150546032149,6474.84177644656,0.936962750716332
2004,572.225918098481,6478.07211884144,638.00535625145,6466.90678463747,0.913793103448276
2005,525.107122722118,6504.37001608678,640.349719893357,6483.0759497477,0.893333333333333
2006,506.970946778502,6486.86800571977,660.811900095381,6449.68156324081,0.793650793650794
2007,521.514871778567,6485.11475060735,646.010398019337,6454.25438875485,0.853868194842407
2008,521.053792053621,6491.9761393306,629.99912875043,6446.25498847305,0.795977011494253
2009,589.256287933483,6438.71338453341,625.207324040845,6444.14959035939,0.782234957020057
2010,648.95446442212,6459.61000883839,647.49113993278,6516.17059930978,0.66734693877551
2011,673.903209946493,6472.76004750382,656.463558712661,6463.80796730976,0.931232091690544
2012,753.860286387579,6473.49031071185,668.29218530895,6448.55009152875,0.885386819484241
2013,682.794364853471,6461.35626206926,668.870728742904,6449.9657555569,0.902578796561605
2014,674.418366503926,6497.23809771639,650.888840218004,6468.49581755844,0.982808022922636
2015,693.064585246979,6480.06685522735,651.742211401214,6469.95714008602,0.922636103151863
2016,620.035803691165,6513.58302296858,649.362648434744,6470.01910345928,0.991404011461318
2017,619.580470100498,6679.02875929269,633.332891818445,6590.71753210296,0.900406504065041
2018,649.246370634034,6497.56167717703,643.691387113745,6478.78401855631,0.951289398280802
2019,578.780065211445,6728.23830578066,617.801253724619,6600.67557618086,0.890466531440162
