"year","centroid_eastings","centroid_northings","centroid_eastings_occ","centroid_northings_occ","area_occupied"
1982,502.509991673509,6398.03611787546,621.444004235341,6443.93414077591,0.838187702265372
1983,421.803268329324,6490.27695850539,629.075120985259,6449.83083106318,0.878504672897196
1984,361.740385198213,6483.61249368215,618.429302184978,6456.72218980632,0.814465408805031
1985,449.737631560288,6486.69423703485,644.397569727509,6457.76055977045,0.887537993920973
1986,377.93286216883,6532.15242600188,661.485326091801,6454.09775330398,0.91358024691358
1987,453.396963506284,6481.07699307609,601.007866237127,6472.29547651357,0.726708074534162
1988,367.46022592784,6497.88451583011,599.059166261208,6481.04392079559,0.807580174927114
1989,285.835328439307,6650.74611454189,551.169163331712,6502.16692738668,0.692982456140351
1990,307.385180988509,6567.21244698981,631.036362085057,6482.97471617775,0.845481049562682
1991,381.929425614827,6458.21788295731,627.472187179907,6488.66987303829,0.871720116618076
1992,535.282130587919,6362.65417636829,597.747081431646,6478.20300117168,0.817629179331307
1993,685.236167423526,6376.00523695379,618.853581568698,6481.17691819723,0.816618911174785
1994,477.876170366804,6421.98291891134,602.189343695665,6490.93193870208,0.823188405797101
1995,405.607631211491,6518.29665396436,606.846512848836,6483.08541715715,0.844380403458213
1996,396.523294691743,6613.93619123647,617.387750420267,6480.63151883536,0.884393063583815
1997,328.365154778077,6688.89528278518,605.055052924075,6485.54941488201,0.822157434402332
1998,475.628459221153,6538.25023203426,614.176806907723,6480.22380735147,0.849275362318841
1999,342.501730663902,6520.0065821014,607.226470004516,6478.87740942777,0.872463768115942
2000,392.037591295827,6490.76704372755,627.95031267453,6483.22663231409,0.809248554913295
2001,488.028823779764,6482.67043692952,612.372404005141,6501.91199932692,0.849462365591398
2002,409.136324096245,6555.66371341135,625.181360148551,6481.02673664372,0.823699421965318
2003,417.759390314014,6565.23547771207,599.966164097124,6489.25300806408,0.769452449567723
2004,417.892656398667,6527.47220851639,588.416516590653,6502.44410507985,0.757925072046109
2005,269.866901526234,6581.25009007049,572.142037246992,6539.49437180034,0.759358288770054
2006,287.679757984441,6659.62317374401,584.520716409019,6520.02938597714,0.822281167108753
2007,326.646645116455,6600.96792032269,619.94018178068,6490.53495673351,0.863372093023256
2008,360.840472179211,6568.98352217978,647.733963641287,6490.13397810476,0.760932944606414
2009,321.320186277817,6528.64006973246,620.734404192955,6494.03208914461,0.812680115273775
2010,361.101803122324,6550.25550889448,604.942566404973,6573.05405898249,0.693415637860082
2011,350.352215249646,6561.1083700193,624.814939004579,6491.13219934757,0.826086956521739
2012,416.800002828342,6556.18763528217,631.027685516644,6487.71772774564,0.859195402298851
2013,327.414512352947,6596.74245063676,634.195917360405,6478.96775807999,0.910919540229885
2014,387.809590274493,6621.4686963951,620.826437522994,6498.14078335002,0.86046511627907
2015,619.016751863525,6427.8024936405,625.881961771767,6473.23259941375,0.905444126074499
2016,621.418487373792,6439.07737264812,634.345631419939,6480.08062263746,0.885057471264368
2017,549.485234761704,6461.03871055864,606.451626921905,6615.27241504768,0.834368530020704
2018,419.255987155244,6586.10671051714,630.527564786996,6496.96714244789,0.868194842406877
2019,493.211051332283,6684.04058919798,614.654258576446,6609.71592634746,0.876267748478702
