"x","fit","se","lower","upper","component","model","predictor","weight"
-1.73087894916534,-0.208919307536777,0.200035033343017,-0.408954340879794,-0.00888427419375964,"binomial",1,"temp_bottom5m",0.0942892634744642
-1.58574291431543,-0.19629447641177,0.19105381058658,-0.38734828699835,-0.00524066582518909,"binomial",1,"temp_bottom5m",0.0942892634744642
-1.44060687946551,-0.1836702721376,0.182102549082963,-0.365772821220563,-0.00156772305463726,"binomial",1,"temp_bottom5m",0.0942892634744642
-1.29547084461559,-0.171050647460395,0.173187245917083,-0.344237893377478,0.00213659845668751,"binomial",1,"temp_bottom5m",0.0942892634744642
-1.15033480976567,-0.158443198164745,0.164316025931032,-0.322759224095776,0.00587282776628717,"binomial",1,"temp_bottom5m",0.0942892634744642
-1.00519877491575,-0.145859544949095,0.155499355562457,-0.301358900511552,0.00963981061336242,"binomial",1,"temp_bottom5m",0.0942892634744642
-0.860062740065835,-0.133316486159723,0.146750508240107,-0.28006699439983,0.0134340220803841,"binomial",1,"temp_bottom5m",0.0942892634744642
-0.714926705215917,-0.120835215974739,0.138085357503615,-0.258920573478354,0.0172501415288756,"binomial",1,"temp_bottom5m",0.0942892634744642
-0.569790670365998,-0.108440640852794,0.129522250564337,-0.237962891417131,0.0210816097115424,"binomial",1,"temp_bottom5m",0.0942892634744642
-0.42465463551608,-0.096160233402154,0.121081809451429,-0.217242042853583,0.0249215760492749,"binomial",1,"temp_bottom5m",0.0942892634744642
-0.279518600666162,-0.0840236980635704,0.11278709123471,-0.19681078929828,0.0287633931711398,"binomial",1,"temp_bottom5m",0.0942892634744642
-0.134382565816244,-0.0720627110396716,0.104663874603524,-0.176726585643196,0.0326011635638524,"binomial",1,"temp_bottom5m",0.0942892634744642
0.0107534690336748,-0.060310513570107,0.0967410485965519,-0.157051562166659,0.0364305350264448,"binomial",1,"temp_bottom5m",0.0942892634744642
0.155889503883593,-0.0488018981907905,0.0890512924802616,-0.137853190671052,0.0402493942894711,"binomial",1,"temp_bottom5m",0.0942892634744642
0.301025538733511,-0.0375732396297462,0.0816319752865332,-0.119205214916279,0.044058735656787,"binomial",1,"temp_bottom5m",0.0942892634744642
0.446161573583429,-0.0266620656357282,0.0745262281829606,-0.101188293818689,0.0478641625472324,"binomial",1,"temp_bottom5m",0.0942892634744642
0.591297608433348,-0.0161066897064557,0.0677843850082503,-0.083891074714706,0.0516776953017947,"binomial",1,"temp_bottom5m",0.0942892634744642
0.736433643283266,-0.00594585782127555,0.0614657550699242,-0.0674116128911997,0.0555198972486486,"binomial",1,"temp_bottom5m",0.0942892634744642
0.881569678133184,0.00378155097827959,0.0556405154399205,-0.0518589644616409,0.0594220664182001,"binomial",1,"temp_bottom5m",0.0942892634744642
1.0267057129831,0.0130367570293496,0.0503910628334806,-0.037354305804131,0.0634278198628303,"binomial",1,"temp_bottom5m",0.0942892634744642
1.17184174783302,0.0217813620376202,0.0458113656143802,-0.02403000357676,0.0675927276520005,"binomial",1,"temp_bottom5m",0.0942892634744642
1.31697778268294,0.0299776072347975,0.0420017813664652,-0.0120241741316676,0.0719793886012627,"binomial",1,"temp_bottom5m",0.0942892634744642
1.46211381753286,0.037588558143382,0.0390561800056192,-0.00146762186223723,0.0766447381490012,"binomial",1,"temp_bottom5m",0.0942892634744642
1.60724985238278,0.0445783748929446,0.0370402342214491,0.00753814067149556,0.0816186091143937,"binomial",1,"temp_bottom5m",0.0942892634744642
1.75238588723269,0.0509125969980307,0.0359662390046502,0.0149463579933805,0.086878836002681,"binomial",1,"temp_bottom5m",0.0942892634744642
1.89752192208261,0.0565584431853341,0.0357775672457367,0.0207808759395975,0.0923360104310708,"binomial",1,"temp_bottom5m",0.0942892634744642
2.04265795693253,0.0614850518686401,0.0363547968971161,0.025130254971524,0.0978398487657563,"binomial",1,"temp_bottom5m",0.0942892634744642
2.18779399178245,0.0656637451676385,0.0375419493991265,0.0281217957685119,0.103205694566765,"binomial",1,"temp_bottom5m",0.0942892634744642
2.33293002663237,0.0690684166588022,0.0391783193878009,0.0298900972710013,0.108246736046603,"binomial",1,"temp_bottom5m",0.0942892634744642
2.47806606148229,0.0716755765347672,0.0411218485349112,0.030553727999856,0.112797425069678,"binomial",1,"temp_bottom5m",0.0942892634744642
2.6232020963322,0.0734642304438951,0.0432600394603863,0.0302041909835087,0.116724269904281,"binomial",1,"temp_bottom5m",0.0942892634744642
2.76833813118212,0.0744156257600061,0.045511572939872,0.0289040528201342,0.119927198699878,"binomial",1,"temp_bottom5m",0.0942892634744642
2.91347416603204,0.0745133387342716,0.0478235063752695,0.0266898323590021,0.122336845109541,"binomial",1,"temp_bottom5m",0.0942892634744642
3.05861020088196,0.0737436820854337,0.0501671949531973,0.0235764871322364,0.123910877038631,"binomial",1,"temp_bottom5m",0.0942892634744642
3.20374623573188,0.072096153753078,0.0525342662361982,0.0195618875168798,0.124630419989276,"binomial",1,"temp_bottom5m",0.0942892634744642
3.34888227058179,0.0695637417465204,0.0549330206748049,0.0146307210717155,0.124496762421325,"binomial",1,"temp_bottom5m",0.0942892634744642
3.49401830543171,0.0661428999427875,0.0573851878309443,0.00875771211184326,0.123528087773732,"binomial",1,"temp_bottom5m",0.0942892634744642
3.63915434028163,0.0618327911760206,0.0599227818342422,0.0019100093417784,0.121755573010263,"binomial",1,"temp_bottom5m",0.0942892634744642
3.78429037513155,0.056635679811883,0.0625856834338922,-0.00595000362200915,0.119221363245775,"binomial",1,"temp_bottom5m",0.0942892634744642
3.92942640998147,0.0505569940738946,0.0654190912903258,-0.0148620972164312,0.11597608536422,"binomial",1,"temp_bottom5m",0.0942892634744642
4.07456244483139,0.0436049963260479,0.0684708520180193,-0.0248658556919714,0.112075848344067,"binomial",1,"temp_bottom5m",0.0942892634744642
4.2196984796813,0.0357906994664197,0.0717889476522541,-0.0359982481858344,0.107579647118674,"binomial",1,"temp_bottom5m",0.0942892634744642
4.36483451453122,0.0271273583426,0.0754190685277641,-0.0482917101851641,0.102546426870364,"binomial",1,"temp_bottom5m",0.0942892634744642
4.50997054938114,0.0176306816605724,0.0794026734131721,-0.0617719917525996,0.0970333550737445,"binomial",1,"temp_bottom5m",0.0942892634744642
4.65510658423106,0.00731866294014828,0.0837753719952039,-0.0764567090550556,0.0910940349353522,"binomial",1,"temp_bottom5m",0.0942892634744642
4.80024261908098,-0.00378899071308138,0.0885658348529809,-0.0923548255660623,0.0847768441398995,"binomial",1,"temp_bottom5m",0.0942892634744642
4.9453786539309,-0.0156712488668613,0.0937953619918092,-0.109466610858671,0.0781241131249479,"binomial",1,"temp_bottom5m",0.0942892634744642
5.09051468878081,-0.0283060559349312,0.0994780024938457,-0.127784058428777,0.0711719465589145,"binomial",1,"temp_bottom5m",0.0942892634744642
