"x","fit","se","lower","upper","component","model","predictor","weight"
-1.65618407726288,-0.580193881214875,0.215028825921895,-0.79522270713677,-0.365165055292979,"binomial",1,"temp_bottom5m",0.00653553662532121
-1.51180253606854,-0.552384430574358,0.204722296060031,-0.757106726634389,-0.347662134514327,"binomial",1,"temp_bottom5m",0.00653553662532121
-1.3674209948742,-0.524575736330677,0.194416049666542,-0.718991785997219,-0.330159686664135,"binomial",1,"temp_bottom5m",0.00653553662532121
-1.22303945367986,-0.496771283662091,0.18411137888211,-0.680882662544201,-0.31265990477998,"binomial",1,"temp_bottom5m",0.00653553662532121
-1.07865791248553,-0.468978858359268,0.173811169776232,-0.6427900281355,-0.295167688583036,"binomial",1,"temp_bottom5m",0.00653553662532121
-0.934276371291189,-0.441211137106807,0.163520121127136,-0.604731258233943,-0.277691015979672,"binomial",1,"temp_bottom5m",0.00653553662532121
-0.789894830096852,-0.413486065881617,0.153244884682676,-0.566730950564293,-0.260241181198941,"binomial",1,"temp_bottom5m",0.00653553662532121
-0.645513288902514,-0.38582651935792,0.142993938971065,-0.528820458328985,-0.242832580386855,"binomial",1,"temp_bottom5m",0.00653553662532121
-0.501131747708176,-0.358260950987404,0.132777830269892,-0.491038781257296,-0.225483120717512,"binomial",1,"temp_bottom5m",0.00653553662532121
-0.356750206513838,-0.330822705352593,0.122608917835819,-0.453431623188412,-0.208213787516774,"binomial",1,"temp_bottom5m",0.00653553662532121
-0.2123686653195,-0.303549147588231,0.112501051379764,-0.416050198967995,-0.191048096208467,"binomial",1,"temp_bottom5m",0.00653553662532121
-0.0679871241251626,-0.276480847089051,0.102469268726171,-0.378950115815221,-0.17401157836288,"binomial",1,"temp_bottom5m",0.00653553662532121
0.0763944170691753,-0.249660858373003,0.0925295295880706,-0.342190387961074,-0.157131328784933,"binomial",1,"temp_bottom5m",0.00653553662532121
0.220775958263513,-0.223134550515132,0.0826986528297084,-0.30583320334484,-0.140435897685424,"binomial",1,"temp_bottom5m",0.00653553662532121
0.365157499457851,-0.19694907044135,0.0729941183905595,-0.26994318883191,-0.123954952050791,"binomial",1,"temp_bottom5m",0.00653553662532121
0.509539040652188,-0.171152909205851,0.0634339080650246,-0.234586817270876,-0.107719001140826,"binomial",1,"temp_bottom5m",0.00653553662532121
0.653920581846526,-0.145795752945366,0.0540364532376351,-0.199832206183001,-0.0917592997077304,"binomial",1,"temp_bottom5m",0.00653553662532121
0.798302123040864,-0.120928303238847,0.0448205746699762,-0.165748877908824,-0.0761077285688712,"binomial",1,"temp_bottom5m",0.00653553662532121
0.942683664235202,-0.096601803163861,0.0358053221787711,-0.132407125342632,-0.0607964809850899,"binomial",1,"temp_bottom5m",0.00653553662532121
1.08706520542954,-0.0728675483244469,0.0270098368709244,-0.0998773851953713,-0.0458577114535226,"binomial",1,"temp_bottom5m",0.00653553662532121
1.23144674662388,-0.0497764540654305,0.0184533489939189,-0.0682298030593494,-0.0313231050715116,"binomial",1,"temp_bottom5m",0.00653553662532121
1.37582828781822,-0.0273788178515593,0.0101559945042485,-0.0375348123558077,-0.0172228233473108,"binomial",1,"temp_bottom5m",0.00653553662532121
1.52020982901255,-0.00572408632741333,0.00215941524405892,-0.00788350157147225,-0.0035646710833544,"binomial",1,"temp_bottom5m",0.00653553662532121
1.66459137020689,0.0151393817116126,0.0056234629659503,0.00951591874566229,0.0207628446775629,"binomial",1,"temp_bottom5m",0.00653553662532121
1.80897291140123,0.0351648123722076,0.0130371782534688,0.0221276341187388,0.0482019906256764,"binomial",1,"temp_bottom5m",0.00653553662532121
1.95335445259557,0.0543073227381303,0.0201295056658007,0.0341778170723296,0.074436828403931,"binomial",1,"temp_bottom5m",0.00653553662532121
2.0977359937899,0.0725238913329885,0.0268798147253007,0.0456440766076877,0.0994037060582892,"binomial",1,"temp_bottom5m",0.00653553662532121
2.24211753498424,0.0897736895526893,0.0332722508620965,0.0565014386905928,0.123045940414786,"binomial",1,"temp_bottom5m",0.00653553662532121
2.38649907617858,0.106018509406834,0.0392924366083474,0.0667260727984862,0.145310946015181,"binomial",1,"temp_bottom5m",0.00653553662532121
2.53088061737292,0.121222853613711,0.0449271293804797,0.0762957242332314,0.166149982994191,"binomial",1,"temp_bottom5m",0.00653553662532121
2.67526215856726,0.135354109831094,0.0501642019981015,0.0851899078329926,0.185518311829196,"binomial",1,"temp_bottom5m",0.00653553662532121
2.81964369976159,0.148383028833923,0.0549927936509533,0.0933902351829694,0.203375822484876,"binomial",1,"temp_bottom5m",0.00653553662532121
2.96402524095593,0.160284285654806,0.0594035078349746,0.100880777819832,0.219687793489781,"binomial",1,"temp_bottom5m",0.00653553662532121
3.10840678215027,0.17103678008499,0.0633885193348812,0.107648260750108,0.234425299419871,"binomial",1,"temp_bottom5m",0.00653553662532121
3.25278832334461,0.180623429317393,0.0669414952723544,0.113681934045039,0.247564924589748,"binomial",1,"temp_bottom5m",0.00653553662532121
3.39716986453894,0.189031416313173,0.0700576860909341,0.118973730222239,0.259089102404107,"binomial",1,"temp_bottom5m",0.00653553662532121
3.54155140573328,0.196251446524815,0.0727336495493727,0.123517796975442,0.268985096074188,"binomial",1,"temp_bottom5m",0.00653553662532121
3.68593294692762,0.20227795730229,0.074967328080741,0.127310629221549,0.277245285383031,"binomial",1,"temp_bottom5m",0.00653553662532121
3.83031448812196,0.207108969160641,0.0767579935997897,0.130350975560851,0.28386696276043,"binomial",1,"temp_bottom5m",0.00653553662532121
