"x","fit","se","lower","upper","component","model","predictor","weight"
-1.73087894916534,-0.880952797881013,0.110983443796955,-0.991936241677968,-0.769969354084058,"binomial",1,"temp_bottom5m",0.0565593043169297
-1.58574291431543,-0.849820518943338,0.107060656611962,-0.9568811755553,-0.742759862331376,"binomial",1,"temp_bottom5m",0.0565593043169297
-1.44060687946551,-0.818688239998594,0.103137889541465,-0.921826129540059,-0.71555035045713,"binomial",1,"temp_bottom5m",0.0565593043169297
-1.29547084461559,-0.787555961001952,0.0992151454225328,-0.886771106424485,-0.688340815579419,"binomial",1,"temp_bottom5m",0.0565593043169297
-1.15033480976567,-0.756423681865697,0.0952924278461698,-0.851716109711867,-0.661131254019527,"binomial",1,"temp_bottom5m",0.0565593043169297
-1.00519877491575,-0.725291402452185,0.0913697412075008,-0.816661143659686,-0.633921661244684,"binomial",1,"temp_bottom5m",0.0565593043169297
-0.860062740065835,-0.694159122560477,0.0874470907921601,-0.781606213352637,-0.606712031768316,"binomial",1,"temp_bottom5m",0.0565593043169297
-0.714926705215917,-0.663026841936773,0.0835244826092093,-0.746551324545982,-0.579502359327564,"binomial",1,"temp_bottom5m",0.0565593043169297
-0.569790670365998,-0.631894560285043,0.0796019232390758,-0.711496483524119,-0.552292637045968,"binomial",1,"temp_bottom5m",0.0565593043169297
-0.42465463551608,-0.600762277280031,0.0756794196883378,-0.676441696968369,-0.525082857591693,"binomial",1,"temp_bottom5m",0.0565593043169297
-0.279518600666162,-0.569629992569043,0.0717569793682086,-0.641386971937252,-0.497873013200835,"binomial",1,"temp_bottom5m",0.0565593043169297
-0.134382565816244,-0.538497705777499,0.0678346100664169,-0.606332315843916,-0.470663095711082,"binomial",1,"temp_bottom5m",0.0565593043169297
0.0107534690336748,-0.507365416512423,0.0639123199741551,-0.571277736486578,-0.443453096538267,"binomial",1,"temp_bottom5m",0.0565593043169297
0.155889503883593,-0.476233124361494,0.0599901177882725,-0.536223242149767,-0.416243006573222,"binomial",1,"temp_bottom5m",0.0565593043169297
0.301025538733511,-0.445100828893705,0.0560680128642633,-0.501168841757968,-0.389032816029442,"binomial",1,"temp_bottom5m",0.0565593043169297
0.446161573583429,-0.413968529665649,0.0521460154522549,-0.466114545117903,-0.361822514213394,"binomial",1,"temp_bottom5m",0.0565593043169297
0.591297608433348,-0.382836226225611,0.0482241371333308,-0.431060363358942,-0.33461208909228,"binomial",1,"temp_bottom5m",0.0565593043169297
0.736433643283266,-0.351703918117593,0.0443023915534871,-0.396006309671081,-0.307401526564106,"binomial",1,"temp_bottom5m",0.0565593043169297
0.881569678133184,-0.32057160488441,0.0403807956531407,-0.36095240053755,-0.280190809231269,"binomial",1,"temp_bottom5m",0.0565593043169297
1.0267057129831,-0.289439286070468,0.0364593717518159,-0.325898657822284,-0.252979914318652,"binomial",1,"temp_bottom5m",0.0565593043169297
1.17184174783302,-0.258306961224985,0.0325381512036381,-0.290845112428623,-0.225768810021346,"binomial",1,"temp_bottom5m",0.0565593043169297
1.31697778268294,-0.227174629905,0.0286171811244176,-0.255791811029418,-0.198557448780583,"binomial",1,"temp_bottom5m",0.0565593043169297
1.46211381753286,-0.196042291677491,0.0246965375829794,-0.22073882926047,-0.171345754094511,"binomial",1,"temp_bottom5m",0.0565593043169297
1.60724985238278,-0.16490994612232,0.0207763537884037,-0.185686299910723,-0.144133592333916,"binomial",1,"temp_bottom5m",0.0565593043169297
1.75238588723269,-0.133777592835374,0.0168568876567403,-0.150634480492115,-0.116920705178634,"binomial",1,"temp_bottom5m",0.0565593043169297
1.89752192208261,-0.102645231432691,0.0129387121887946,-0.115583943621486,-0.0897065192438966,"binomial",1,"temp_bottom5m",0.0565593043169297
2.04265795693253,-0.0715128615534392,0.00902340136337427,-0.0805362629168135,-0.0624894601900649,"binomial",1,"temp_bottom5m",0.0565593043169297
2.18779399178245,-0.0403804828620961,0.00511735966375375,-0.0454978425258499,-0.0352631231983424,"binomial",1,"temp_bottom5m",0.0565593043169297
2.33293002663237,-0.00924809505351701,0.00130593651824355,-0.0105540315717606,-0.00794215853527346,"binomial",1,"temp_bottom5m",0.0565593043169297
2.47806606148229,0.0218843021469714,0.00282395205923792,0.0190603500877335,0.0247082542062093,"binomial",1,"temp_bottom5m",0.0565593043169297
2.6232020963322,0.0530167089857016,0.00670775419900808,0.0463089547866935,0.0597244631847097,"binomial",1,"temp_bottom5m",0.0565593043169297
2.76833813118212,0.0841491256830687,0.0106189656040994,0.0735301600789693,0.0947680912871681,"binomial",1,"temp_bottom5m",0.0565593043169297
2.91347416603204,0.115281552431959,0.0145354596163065,0.100746092815653,0.129817012048266,"binomial",1,"temp_bottom5m",0.0565593043169297
3.05861020088196,0.146413989392371,0.0184538684419428,0.127960120950428,0.164867857834314,"binomial",1,"temp_bottom5m",0.0565593043169297
3.20374623573188,0.177546436686836,0.0223731901833883,0.155173246503447,0.199919626870224,"binomial",1,"temp_bottom5m",0.0565593043169297
3.34888227058179,0.208678894395964,0.0262930272433702,0.182385867152594,0.234971921639334,"binomial",1,"temp_bottom5m",0.0565593043169297
3.49401830543171,0.2398113625615,0.0302131945368508,0.209598168024649,0.27002455709835,"binomial",1,"temp_bottom5m",0.0565593043169297
3.63915434028163,0.270943841193149,0.0341335973989099,0.236810243794239,0.305077438592059,"binomial",1,"temp_bottom5m",0.0565593043169297
3.78429037513155,0.302076330262951,0.038054184996793,0.264022145266158,0.340130515259744,"binomial",1,"temp_bottom5m",0.0565593043169297
