"id","species","component","formula","AIC","dev.expl","AUC","biomass_pearson","biomass_spearman","weight"
1,"yellowfin sole","binomial","~s(temp_bottom5m, k = 3) + s(oxygen_bottom5m, k = 3) + s(depth_m,      k = 3) + s(phi, k = 3)",4418.14065784275,0.759655456627124,0.981663075769007,NA,NA,0.0157762462791288
1,"yellowfin sole","tweedie","~s(temp_bottom5m, k = 3) + s(oxygen_bottom5m, k = 3) + s(depth_m,      k = 3) + s(phi, k = 3)",152348.966522842,0.7066800077568,NA,0.565625944016458,0.873554187812895,0.0388296801818958
2,"yellowfin sole","binomial","~s(temp_bottom5m, k = 3) + s(pH_bottom5m, k = 3) + s(depth_m,      k = 3) + s(phi, k = 3)",4401.08661775714,0.760530101299783,0.981839941418387,NA,NA,0.435311369852961
2,"yellowfin sole","tweedie","~s(temp_bottom5m, k = 3) + s(pH_bottom5m, k = 3) + s(depth_m,      k = 3) + s(phi, k = 3)",152287.004396775,0.708526503993203,NA,0.56991836822445,0.873455224823715,0.385641790338477
3,"yellowfin sole","binomial","~s(temp_bottom5m, k = 3) + s(oxygen_bottom5m, k = 3) + s(X, Y,      k = 20) + s(X, Y, by = cold_pool_2C, k = 20)",4108.23818667529,0.778169541910525,0.985069442473433,NA,NA,0.268898751686613
3,"yellowfin sole","tweedie","~s(temp_bottom5m, k = 3) + s(oxygen_bottom5m, k = 3) + s(X, Y,      k = 20) + s(X, Y, by = cold_pool_2C, k = 20)",151555.940145543,0.726766504872321,NA,0.588235308304668,0.893024787880691,0.126357973045885
4,"yellowfin sole","binomial","~s(temp_bottom5m, k = 3) + s(pH_bottom5m, k = 3) + s(X, Y, k = 20) +      s(X, Y, by = cold_pool_2C, k = 20)",4121.09990547866,0.777510373778218,0.984994995610365,NA,NA,0.280013632181298
4,"yellowfin sole","tweedie","~s(temp_bottom5m, k = 3) + s(pH_bottom5m, k = 3) + s(X, Y, k = 20) +      s(X, Y, by = cold_pool_2C, k = 20)",151608.529050006,0.725815377703589,NA,0.590038700860068,0.893004010266838,0.449170556433743
