"x","fit","se","lower","upper","component","model","predictor","weight"
-1.73087894916534,-2.9403491547129,0.30859557264091,-3.24894472735381,-2.63175358207199,"binomial",1,"temp_bottom5m",0.0455866744715895
-1.58574291431543,-2.79326200228201,0.293158376080654,-3.08642037836266,-2.50010362620136,"binomial",1,"temp_bottom5m",0.0455866744715895
-1.44060687946551,-2.64618017326839,0.277721759102046,-2.92390193237043,-2.36845841416634,"binomial",1,"temp_bottom5m",0.0455866744715895
-1.29547084461559,-2.49913666632085,0.262289188692728,-2.76142585501358,-2.23684747762812,"binomial",1,"temp_bottom5m",0.0455866744715895
-1.15033480976567,-2.35219552322247,0.246867390727985,-2.59906291395046,-2.10532813249449,"binomial",1,"temp_bottom5m",0.0455866744715895
-1.00519877491575,-2.20545563020043,0.231466749081546,-2.43692237928197,-1.97398888111888,"binomial",1,"temp_bottom5m",0.0455866744715895
-0.860062740065835,-2.05905925696132,0.216102202002546,-2.27516145896387,-1.84295705495878,"binomial",1,"temp_bottom5m",0.0455866744715895
-0.714926705215917,-1.91318489368625,0.200792490589596,-2.11397738427584,-1.71239240309665,"binomial",1,"temp_bottom5m",0.0455866744715895
-0.569790670365998,-1.76804034043281,0.185559433896711,-1.95359977432952,-1.5824809065361,"binomial",1,"temp_bottom5m",0.0455866744715895
-0.42465463551608,-1.62385362778556,0.170426976656851,-1.79428060444241,-1.45342665112871,"binomial",1,"temp_bottom5m",0.0455866744715895
-0.279518600666162,-1.48087189996087,0.155421073011916,-1.63629297297278,-1.32545082694895,"binomial",1,"temp_bottom5m",0.0455866744715895
-0.134382565816244,-1.33935743785041,0.14056927064061,-1.47992670849102,-1.1987881672098,"binomial",1,"temp_bottom5m",0.0455866744715895
0.0107534690336748,-1.19958432609595,0.125900363452767,-1.32548468954872,-1.07368396264319,"binomial",1,"temp_bottom5m",0.0455866744715895
0.155889503883593,-1.06183912134067,0.11144446592446,-1.17328358726513,-0.950394655416213,"binomial",1,"temp_bottom5m",0.0455866744715895
0.301025538733511,-0.926420269877429,0.0972329594889702,-1.0236532293664,-0.829187310388458,"binomial",1,"temp_bottom5m",0.0455866744715895
0.446161573583429,-0.793633723340043,0.0832980467793357,-0.876931770119379,-0.710335676560707,"binomial",1,"temp_bottom5m",0.0455866744715895
0.591297608433348,-0.663790127549442,0.0696724862781914,-0.733462613827634,-0.594117641271251,"binomial",1,"temp_bottom5m",0.0455866744715895
0.736433643283266,-0.537202004980577,0.0563893646409392,-0.593591369621516,-0.480812640339638,"binomial",1,"temp_bottom5m",0.0455866744715895
0.881569678133184,-0.414181311005278,0.0434820199885689,-0.457663330993847,-0.370699291016709,"binomial",1,"temp_bottom5m",0.0455866744715895
1.0267057129831,-0.295037650638112,0.0309844405984109,-0.326022091236523,-0.264053210039701,"binomial",1,"temp_bottom5m",0.0455866744715895
1.17184174783302,-0.180075872442868,0.0189337183428572,-0.199009590785725,-0.161142154100011,"binomial",1,"temp_bottom5m",0.0455866744715895
1.31697778268294,-0.0695940727595595,0.00739706121226723,-0.0769911339718268,-0.0621970115472923,"binomial",1,"temp_bottom5m",0.0455866744715895
1.46211381753286,0.0361175485375888,0.00397266928456727,0.0321448792530216,0.0400902178221561,"binomial",1,"temp_bottom5m",0.0455866744715895
1.60724985238278,0.136778925153174,0.0144051694699209,0.122373755683253,0.151184094623095,"binomial",1,"temp_bottom5m",0.0455866744715895
1.75238588723269,0.232122489046797,0.0243911585747079,0.207731330472089,0.256513647621504,"binomial",1,"temp_bottom5m",0.0455866744715895
1.89752192208261,0.321895719843776,0.0338044392059884,0.288091280637787,0.355700159049764,"binomial",1,"temp_bottom5m",0.0455866744715895
2.04265795693253,0.40586270729946,0.0426120171593961,0.363250690140064,0.448474724458856,"binomial",1,"temp_bottom5m",0.0455866744715895
2.18779399178245,0.483806510681209,0.0507890475497055,0.433017463131504,0.534595558230915,"binomial",1,"temp_bottom5m",0.0455866744715895
2.33293002663237,0.55553239074338,0.0583143287173197,0.497218062026061,0.6138467194607,"binomial",1,"temp_bottom5m",0.0455866744715895
2.47806606148229,0.620868479608374,0.0651694808498672,0.555698998758507,0.686037960458241,"binomial",1,"temp_bottom5m",0.0455866744715895
2.6232020963322,0.679665007549198,0.0713386139499502,0.608326393599248,0.751003621499148,"binomial",1,"temp_bottom5m",0.0455866744715895
2.76833813118212,0.731791397451093,0.0768079332320967,0.654983464218997,0.80859933068319,"binomial",1,"temp_bottom5m",0.0455866744715895
2.91347416603204,0.777136230061546,0.0815656981634049,0.695570531898141,0.858701928224951,"binomial",1,"temp_bottom5m",0.0455866744715895
3.05861020088196,0.815610251312725,0.0856025209570238,0.730007730355702,0.901212772269749,"binomial",1,"temp_bottom5m",0.0455866744715895
3.20374623573188,0.84715035906511,0.0889117766870595,0.758238582378051,0.93606213575217,"binomial",1,"temp_bottom5m",0.0455866744715895
3.34888227058179,0.871720453694111,0.0914896885480528,0.780230765146058,0.963210142242164,"binomial",1,"temp_bottom5m",0.0455866744715895
3.49401830543171,0.889314250670393,0.0933356214533634,0.79597862921703,0.982649872123757,"binomial",1,"temp_bottom5m",0.0455866744715895
3.63915434028163,0.899948459179551,0.0944513660374832,0.805497093142067,0.994399825217034,"binomial",1,"temp_bottom5m",0.0455866744715895
3.78429037513155,0.903660880464546,0.0948409403559819,0.808819940108564,0.998501820820528,"binomial",1,"temp_bottom5m",0.0455866744715895
3.92942640998147,0.900512895127565,0.0945108535003354,0.80600204162723,0.995023748627901,"binomial",1,"temp_bottom5m",0.0455866744715895
